,registered,dteday,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_score,user_segment,user_type,casual
698,719.0,2012-09-24,98,5,4052,3,3,4,10,Medium-Value Users,registered,
699,720.0,2012-10-18,74,2,1539,3,2,2,7,Low-Value Users,registered,
700,723.0,2012-08-16,137,1,832,2,2,2,6,Low-Value Users,registered,
701,725.0,2012-09-13,109,2,1569,2,2,2,6,Low-Value Users,registered,
702,726.0,2012-10-22,70,5,4009,3,3,4,10,Medium-Value Users,registered,
703,727.0,2012-09-12,110,1,770,2,2,2,6,Low-Value Users,registered,
704,730.0,2012-07-31,153,2,1603,2,2,2,6,Low-Value Users,registered,
705,732.0,2012-10-25,67,1,809,3,2,2,7,Low-Value Users,registered,
706,733.0,2012-10-23,69,4,3212,3,3,3,9,Low-Value Users,registered,
707,734.0,2012-08-14,139,3,2517,2,2,3,7,Low-Value Users,registered,
708,735.0,2012-07-30,154,2,1626,2,2,2,6,Low-Value Users,registered,
709,736.0,2012-08-28,125,1,818,2,2,2,6,Low-Value Users,registered,
710,737.0,2012-12-05,26,2,1586,4,2,2,8,Low-Value Users,registered,
711,739.0,2012-09-21,101,2,1671,3,2,2,7,Low-Value Users,registered,
712,740.0,2012-09-17,105,2,1672,2,2,2,6,Low-Value Users,registered,
713,741.0,2012-09-06,116,2,1657,2,2,2,6,Low-Value Users,registered,
714,742.0,2012-10-05,87,2,1727,3,2,2,7,Low-Value Users,registered,
715,743.0,2012-08-07,146,2,1711,2,2,2,6,Low-Value Users,registered,
716,744.0,2012-10-01,91,5,4205,3,3,4,10,Medium-Value Users,registered,
717,745.0,2012-09-04,118,3,2489,2,2,3,7,Low-Value Users,registered,
718,746.0,2012-10-25,67,5,4079,3,3,4,10,Medium-Value Users,registered,
719,749.0,2012-10-05,87,4,3301,3,3,3,9,Low-Value Users,registered,
720,750.0,2012-06-14,200,1,867,2,2,2,6,Low-Value Users,registered,
721,751.0,2012-08-30,123,3,2536,2,2,3,7,Low-Value Users,registered,
722,756.0,2012-10-03,89,2,1649,3,2,2,7,Low-Value Users,registered,
723,757.0,2012-09-14,108,4,3420,2,3,4,9,Low-Value Users,registered,
724,758.0,2012-10-09,83,5,4113,3,3,4,10,Medium-Value Users,registered,
725,760.0,2012-07-23,161,1,847,2,2,2,6,Low-Value Users,registered,
726,761.0,2012-09-06,116,1,835,2,2,2,6,Low-Value Users,registered,
727,762.0,2012-10-23,69,2,1696,3,2,2,7,Low-Value Users,registered,
728,764.0,2012-09-25,97,2,1655,3,2,2,7,Low-Value Users,registered,
729,765.0,2012-07-30,154,1,827,2,2,2,6,Low-Value Users,registered,
730,766.0,2012-10-17,75,1,888,3,2,2,7,Low-Value Users,registered,
731,767.0,2012-10-16,76,4,3489,3,3,4,10,Medium-Value Users,registered,
732,768.0,2012-08-15,138,1,848,2,2,2,6,Low-Value Users,registered,
733,769.0,2012-07-10,174,2,1745,2,2,3,7,Low-Value Users,registered,
734,770.0,2012-05-02,243,1,813,2,2,2,6,Low-Value Users,registered,
735,773.0,2012-10-11,81,1,798,3,2,2,7,Low-Value Users,registered,
736,774.0,2012-10-25,67,3,2544,3,2,3,8,Low-Value Users,registered,
737,775.0,2012-08-02,151,2,1734,2,2,3,7,Low-Value Users,registered,
738,777.0,2012-10-24,68,1,801,3,2,2,7,Low-Value Users,registered,
739,778.0,2012-06-07,207,1,869,2,2,2,6,Low-Value Users,registered,
740,779.0,2012-10-17,75,1,817,3,2,2,7,Low-Value Users,registered,
741,780.0,2012-09-05,117,2,1671,2,2,2,6,Low-Value Users,registered,
742,781.0,2012-10-03,89,2,1709,3,2,2,7,Low-Value Users,registered,
743,782.0,2012-06-13,201,1,857,2,2,2,6,Low-Value Users,registered,
744,783.0,2012-07-25,159,1,913,2,2,2,6,Low-Value Users,registered,
745,786.0,2012-08-21,132,2,1769,2,2,3,7,Low-Value Users,registered,
746,787.0,2012-10-10,82,3,2619,3,2,3,8,Low-Value Users,registered,
747,788.0,2012-10-18,74,1,890,3,2,2,7,Low-Value Users,registered,
748,789.0,2012-10-04,88,1,901,3,2,2,7,Low-Value Users,registered,
749,790.0,2012-07-09,175,1,872,2,2,2,6,Low-Value Users,registered,
750,791.0,2012-10-01,91,1,856,3,2,2,7,Low-Value Users,registered,
751,794.0,2012-10-17,75,1,884,3,2,2,7,Low-Value Users,registered,
752,795.0,2012-10-24,68,1,858,3,2,2,7,Low-Value Users,registered,
753,796.0,2012-06-26,188,1,900,2,2,2,6,Low-Value Users,registered,
754,800.0,2012-10-16,76,1,835,3,2,2,7,Low-Value Users,registered,
755,802.0,2012-09-11,111,1,970,2,2,2,6,Low-Value Users,registered,
756,803.0,2012-10-18,74,1,834,3,2,2,7,Low-Value Users,registered,
757,806.0,2012-10-10,82,1,839,3,2,2,7,Low-Value Users,registered,
758,807.0,2012-09-19,103,1,892,2,2,2,6,Low-Value Users,registered,
759,808.0,2012-09-26,96,1,838,3,2,2,7,Low-Value Users,registered,
760,809.0,2012-09-24,98,1,898,3,2,2,7,Low-Value Users,registered,
761,810.0,2012-08-20,133,1,893,2,2,2,6,Low-Value Users,registered,
762,811.0,2012-09-12,110,2,1866,2,2,3,7,Low-Value Users,registered,
763,812.0,2012-10-04,88,2,1773,3,2,3,8,Low-Value Users,registered,
764,815.0,2012-09-26,96,1,884,3,2,2,7,Low-Value Users,registered,
765,818.0,2012-09-27,95,1,905,3,2,2,7,Low-Value Users,registered,
766,822.0,2012-09-27,95,1,899,3,2,2,7,Low-Value Users,registered,
767,833.0,2012-10-03,89,1,917,3,2,2,7,Low-Value Users,registered,
768,838.0,2012-10-22,70,1,922,3,2,2,7,Low-Value Users,registered,
769,839.0,2012-10-16,76,1,943,3,2,2,7,Low-Value Users,registered,
770,857.0,2012-10-10,82,2,1916,3,2,3,8,Low-Value Users,registered,
771,860.0,2012-09-25,97,1,967,3,2,2,7,Low-Value Users,registered,
772,871.0,2012-10-23,69,1,938,3,2,2,7,Low-Value Users,registered,
773,876.0,2012-10-24,68,2,1916,3,2,3,8,Low-Value Users,registered,
774,885.0,2012-09-20,102,1,976,2,2,2,6,Low-Value Users,registered,
775,886.0,2012-09-12,110,1,977,2,2,2,6,Low-Value Users,registered,
0,,2012-12-31,0,1581,20920,5,5,5,15,High-Value Users,casual,0.0
1,,2012-12-30,1,1082,27181,5,5,5,15,High-Value Users,casual,1.0
2,,2012-12-31,0,798,29764,5,5,5,15,High-Value Users,casual,2.0
3,,2012-12-31,0,697,38656,5,5,5,15,High-Value Users,casual,3.0
4,,2012-12-31,0,561,37314,5,5,5,15,High-Value Users,casual,4.0
5,,2012-12-30,1,509,38820,5,5,5,15,High-Value Users,casual,5.0
6,,2012-12-31,0,448,39289,5,5,5,15,High-Value Users,casual,6.0
7,,2012-12-31,0,405,39944,5,5,5,15,High-Value Users,casual,7.0
8,,2012-12-31,0,377,41477,5,5,5,15,High-Value Users,casual,8.0
9,,2012-12-31,0,348,43557,5,5,5,15,High-Value Users,casual,9.0
10,,2012-12-31,0,317,39355,5,5,5,15,High-Value Users,casual,10.0
11,,2012-12-31,0,315,46292,5,5,5,15,High-Value Users,casual,11.0
12,,2012-12-31,0,299,44538,5,5,5,15,High-Value Users,casual,12.0
13,,2012-12-31,0,258,41463,5,5,5,15,High-Value Users,casual,13.0
14,,2012-12-31,0,233,36968,5,5,5,15,High-Value Users,casual,14.0
15,,2012-12-28,3,225,38359,5,5,5,15,High-Value Users,casual,15.0
16,,2012-12-30,1,218,39369,5,5,5,15,High-Value Users,casual,16.0
17,,2012-12-28,3,219,40919,5,5,5,15,High-Value Users,casual,17.0
18,,2012-12-29,2,212,36174,5,5,5,15,High-Value Users,casual,18.0
19,,2012-12-29,2,206,38125,5,5,5,15,High-Value Users,casual,19.0
20,,2012-12-25,6,189,42433,5,5,5,15,High-Value Users,casual,20.0
21,,2012-12-24,7,173,35386,5,5,5,15,High-Value Users,casual,21.0
22,,2012-12-29,2,152,30269,5,5,5,15,High-Value Users,casual,22.0
23,,2012-12-27,4,151,30295,5,5,5,15,High-Value Users,casual,23.0
24,,2012-12-21,10,155,32939,5,5,5,15,High-Value Users,casual,24.0
25,,2012-12-27,4,158,34471,5,5,5,15,High-Value Users,casual,25.0
26,,2012-12-30,1,147,32834,5,5,5,15,High-Value Users,casual,26.0
27,,2012-12-03,28,193,42713,4,5,5,14,High-Value Users,casual,27.0
28,,2012-12-21,10,152,36724,5,5,5,15,High-Value Users,casual,28.0
29,,2012-12-22,9,147,33122,5,5,5,15,High-Value Users,casual,29.0
30,,2012-12-31,0,146,33211,5,5,5,15,High-Value Users,casual,30.0
31,,2012-12-30,1,164,41770,5,5,5,15,High-Value Users,casual,31.0
32,,2012-12-15,16,117,26929,4,5,5,14,High-Value Users,casual,32.0
33,,2012-12-31,0,155,38495,5,5,5,15,High-Value Users,casual,33.0
34,,2012-12-12,19,131,30861,4,5,5,14,High-Value Users,casual,34.0
35,,2012-12-15,16,107,25240,4,5,5,14,High-Value Users,casual,35.0
36,,2012-12-07,24,111,26535,4,5,5,14,High-Value Users,casual,36.0
37,,2012-12-30,1,111,25142,5,5,5,15,High-Value Users,casual,37.0
38,,2012-12-31,0,105,26336,5,5,5,15,High-Value Users,casual,38.0
39,,2012-12-30,1,105,26786,5,5,5,15,High-Value Users,casual,39.0
40,,2012-12-18,13,125,32154,5,5,5,15,High-Value Users,casual,40.0
41,,2012-12-13,18,107,28468,4,5,5,14,High-Value Users,casual,41.0
42,,2012-12-28,3,113,26913,5,5,5,15,High-Value Users,casual,42.0
43,,2012-12-31,0,79,21200,5,5,5,15,High-Value Users,casual,43.0
44,,2012-12-04,27,93,23302,4,5,5,14,High-Value Users,casual,44.0
45,,2012-12-14,17,89,23925,4,5,5,14,High-Value Users,casual,45.0
46,,2012-12-20,11,80,19925,5,5,5,15,High-Value Users,casual,46.0
47,,2012-12-30,1,93,23310,5,5,5,15,High-Value Users,casual,47.0
48,,2012-12-25,6,90,24273,5,5,5,15,High-Value Users,casual,48.0
49,,2012-12-30,1,98,28453,5,5,5,15,High-Value Users,casual,49.0
50,,2012-12-16,15,87,26273,5,5,5,15,High-Value Users,casual,50.0
51,,2012-12-25,6,87,22885,5,5,5,15,High-Value Users,casual,51.0
52,,2012-12-31,0,78,21280,5,5,5,15,High-Value Users,casual,52.0
53,,2012-12-23,8,85,22299,5,5,5,15,High-Value Users,casual,53.0
54,,2012-11-11,50,78,22350,3,5,5,13,High-Value Users,casual,54.0
55,,2012-11-24,37,94,26268,4,5,5,14,High-Value Users,casual,55.0
56,,2012-12-18,13,83,24895,5,5,5,15,High-Value Users,casual,56.0
57,,2012-12-23,8,73,21378,5,5,5,15,High-Value Users,casual,57.0
58,,2012-12-25,6,68,18813,5,5,5,15,High-Value Users,casual,58.0
59,,2012-12-02,29,72,21028,4,5,5,14,High-Value Users,casual,59.0
60,,2012-12-09,22,69,20965,4,5,5,14,High-Value Users,casual,60.0
61,,2012-11-20,41,80,22992,4,5,5,14,High-Value Users,casual,61.0
62,,2012-12-31,0,68,19759,5,5,5,15,High-Value Users,casual,62.0
63,,2012-12-23,8,75,22557,5,5,5,15,High-Value Users,casual,63.0
64,,2012-11-24,37,55,18982,4,5,5,14,High-Value Users,casual,64.0
65,,2012-12-09,22,58,19303,4,5,5,14,High-Value Users,casual,65.0
66,,2012-12-16,15,69,21881,5,5,5,15,High-Value Users,casual,66.0
67,,2012-12-16,15,61,21064,5,5,5,15,High-Value Users,casual,67.0
68,,2012-11-21,40,64,22313,4,5,5,14,High-Value Users,casual,68.0
69,,2012-12-31,0,74,24188,5,5,5,15,High-Value Users,casual,69.0
70,,2012-11-21,40,57,20703,4,5,5,14,High-Value Users,casual,70.0
71,,2012-12-28,3,54,17901,5,5,5,15,High-Value Users,casual,71.0
72,,2012-12-28,3,58,21284,5,5,5,15,High-Value Users,casual,72.0
73,,2012-11-04,57,50,16641,3,5,5,13,High-Value Users,casual,73.0
74,,2012-12-28,3,61,19953,5,5,5,15,High-Value Users,casual,74.0
75,,2012-12-25,6,50,17800,5,5,5,15,High-Value Users,casual,75.0
76,,2012-12-28,3,50,17336,5,5,5,15,High-Value Users,casual,76.0
77,,2012-12-28,3,57,20712,5,5,5,15,High-Value Users,casual,77.0
78,,2012-11-09,52,57,21305,3,5,5,13,High-Value Users,casual,78.0
79,,2012-11-18,43,51,18481,4,5,5,14,High-Value Users,casual,79.0
80,,2012-11-17,44,47,18454,4,5,5,14,High-Value Users,casual,80.0
81,,2012-12-03,28,37,13671,4,5,5,14,High-Value Users,casual,81.0
82,,2012-11-12,49,38,14382,3,5,5,13,High-Value Users,casual,82.0
83,,2012-09-28,94,40,17346,3,5,5,13,High-Value Users,casual,83.0
84,,2012-12-28,3,36,13596,5,4,5,14,High-Value Users,casual,84.0
85,,2012-12-15,16,42,17822,4,5,5,14,High-Value Users,casual,85.0
86,,2012-11-10,51,33,14213,3,4,5,12,Medium-Value Users,casual,86.0
87,,2012-11-23,38,32,13859,4,4,5,13,High-Value Users,casual,87.0
88,,2012-12-15,16,50,18675,4,5,5,14,High-Value Users,casual,88.0
89,,2012-12-15,16,34,13690,4,4,5,13,High-Value Users,casual,89.0
90,,2012-10-26,66,35,15518,3,4,5,12,Medium-Value Users,casual,90.0
91,,2012-10-10,82,40,17784,3,5,5,13,High-Value Users,casual,91.0
92,,2012-12-15,16,21,7639,4,4,5,13,High-Value Users,casual,92.0
93,,2012-10-19,73,24,10188,3,4,5,12,Medium-Value Users,casual,93.0
94,,2012-11-11,50,34,13896,3,4,5,12,Medium-Value Users,casual,94.0
95,,2012-12-15,16,24,11148,4,4,5,13,High-Value Users,casual,95.0
96,,2012-10-18,74,27,11039,3,4,5,12,Medium-Value Users,casual,96.0
97,,2012-09-13,109,27,10757,2,4,5,11,Medium-Value Users,casual,97.0
98,,2012-10-28,64,29,11452,3,4,5,12,Medium-Value Users,casual,98.0
99,,2012-10-26,66,26,10529,3,4,5,12,Medium-Value Users,casual,99.0
100,,2012-10-07,85,23,9502,3,4,5,12,Medium-Value Users,casual,100.0
101,,2012-11-22,39,28,11678,4,4,5,13,High-Value Users,casual,101.0
102,,2012-11-12,49,31,14518,3,4,5,12,Medium-Value Users,casual,102.0
103,,2012-11-10,51,18,8921,3,4,5,12,Medium-Value Users,casual,103.0
104,,2012-10-16,76,24,11638,3,4,5,12,Medium-Value Users,casual,104.0
105,,2012-11-12,49,21,9470,3,4,5,12,Medium-Value Users,casual,105.0
106,,2012-12-02,29,16,7637,4,4,5,13,High-Value Users,casual,106.0
107,,2012-09-25,97,20,9289,3,4,5,12,Medium-Value Users,casual,107.0
108,,2012-11-12,49,30,13762,3,4,5,12,Medium-Value Users,casual,108.0
109,,2012-10-12,80,27,11849,3,4,5,12,Medium-Value Users,casual,109.0
110,,2012-12-01,30,22,10273,4,4,5,13,High-Value Users,casual,110.0
111,,2012-12-02,29,25,11978,4,4,5,13,High-Value Users,casual,111.0
112,,2012-11-12,49,19,8373,3,4,5,12,Medium-Value Users,casual,112.0
113,,2012-12-01,30,23,9469,4,4,5,13,High-Value Users,casual,113.0
114,,2012-09-12,110,17,7443,2,4,5,11,Medium-Value Users,casual,114.0
115,,2012-09-10,112,15,5120,2,4,4,10,Medium-Value Users,casual,115.0
116,,2012-09-14,108,13,5437,2,4,4,10,Medium-Value Users,casual,116.0
117,,2012-11-23,38,19,9208,4,4,5,13,High-Value Users,casual,117.0
118,,2012-10-28,64,13,4854,3,4,4,11,Medium-Value Users,casual,118.0
119,,2012-12-01,30,15,7353,4,4,5,13,High-Value Users,casual,119.0
120,,2012-10-28,64,26,10297,3,4,5,12,Medium-Value Users,casual,120.0
121,,2012-11-23,38,16,6000,4,4,4,12,Medium-Value Users,casual,121.0
122,,2012-12-08,23,17,7218,4,4,5,13,High-Value Users,casual,122.0
123,,2012-12-01,30,12,5103,4,4,4,12,Medium-Value Users,casual,123.0
124,,2012-10-28,64,12,5240,3,4,4,11,Medium-Value Users,casual,124.0
125,,2012-11-22,39,18,7833,4,4,5,13,High-Value Users,casual,125.0
126,,2011-11-25,402,7,2279,2,3,3,8,Low-Value Users,casual,126.0
127,,2012-09-10,112,10,3993,2,4,4,10,Medium-Value Users,casual,127.0
128,,2012-09-01,121,18,7052,2,4,5,11,Medium-Value Users,casual,128.0
129,,2012-09-17,105,14,5258,2,4,4,10,Medium-Value Users,casual,129.0
130,,2012-10-06,86,12,5769,3,4,4,11,Medium-Value Users,casual,130.0
131,,2012-10-19,73,14,5846,3,4,4,11,Medium-Value Users,casual,131.0
132,,2012-11-22,39,17,6346,4,4,4,12,Medium-Value Users,casual,132.0
133,,2012-11-11,50,13,5511,3,4,4,11,Medium-Value Users,casual,133.0
134,,2012-11-12,49,11,5100,3,4,4,11,Medium-Value Users,casual,134.0
135,,2012-09-23,99,8,2916,3,3,3,9,Low-Value Users,casual,135.0
136,,2012-11-03,58,5,2194,3,3,3,9,Low-Value Users,casual,136.0
137,,2012-10-26,66,8,3769,3,3,4,10,Medium-Value Users,casual,137.0
138,,2012-10-27,65,10,4373,3,4,4,11,Medium-Value Users,casual,138.0
139,,2012-12-08,23,12,4952,4,4,4,12,Medium-Value Users,casual,139.0
140,,2012-09-02,120,7,3106,2,3,3,8,Low-Value Users,casual,140.0
141,,2012-07-15,169,10,3566,2,4,4,10,Medium-Value Users,casual,141.0
142,,2012-12-02,29,15,5396,4,4,4,12,Medium-Value Users,casual,142.0
143,,2012-11-10,51,13,5171,3,4,4,11,Medium-Value Users,casual,143.0
144,,2012-11-17,44,9,3928,4,3,4,11,Medium-Value Users,casual,144.0
145,,2012-09-03,119,14,6047,2,4,4,10,Medium-Value Users,casual,145.0
146,,2012-06-17,197,9,3522,2,3,4,9,Low-Value Users,casual,146.0
147,,2012-06-08,206,10,4425,2,4,4,10,Medium-Value Users,casual,147.0
148,,2012-12-08,23,17,6566,4,4,5,13,High-Value Users,casual,148.0
149,,2012-11-04,57,7,3097,3,3,3,9,Low-Value Users,casual,149.0
150,,2012-11-04,57,11,4643,3,4,4,11,Medium-Value Users,casual,150.0
151,,2012-11-11,50,10,4351,3,4,4,11,Medium-Value Users,casual,151.0
152,,2012-07-15,169,5,2458,2,3,3,8,Low-Value Users,casual,152.0
153,,2012-10-21,71,10,4449,3,4,4,11,Medium-Value Users,casual,153.0
154,,2012-07-29,155,6,2793,2,3,3,8,Low-Value Users,casual,154.0
155,,2012-08-05,148,7,2955,2,3,3,8,Low-Value Users,casual,155.0
156,,2012-10-14,78,10,4293,3,4,4,11,Medium-Value Users,casual,156.0
157,,2012-09-01,121,6,2640,2,3,3,8,Low-Value Users,casual,157.0
158,,2012-11-23,38,8,3627,4,3,4,11,Medium-Value Users,casual,158.0
159,,2012-07-04,180,7,2820,2,3,3,8,Low-Value Users,casual,159.0
160,,2012-09-30,92,5,2124,3,3,3,9,Low-Value Users,casual,160.0
161,,2012-10-05,87,9,3866,3,3,4,10,Medium-Value Users,casual,161.0
162,,2012-07-28,156,6,2495,2,3,3,8,Low-Value Users,casual,162.0
163,,2012-09-03,119,4,1865,2,3,3,8,Low-Value Users,casual,163.0
164,,2012-12-08,23,15,6951,4,4,5,13,High-Value Users,casual,164.0
165,,2012-10-27,65,7,3039,3,3,3,9,Low-Value Users,casual,165.0
166,,2012-08-26,127,7,2820,2,3,3,8,Low-Value Users,casual,166.0
167,,2012-12-08,23,10,4448,4,4,4,12,Medium-Value Users,casual,167.0
168,,2012-09-11,111,12,5398,2,4,4,10,Medium-Value Users,casual,168.0
169,,2012-09-15,107,6,2553,2,3,3,8,Low-Value Users,casual,169.0
170,,2012-07-15,169,8,3175,2,3,3,8,Low-Value Users,casual,170.0
171,,2012-09-22,100,9,3929,3,3,4,10,Medium-Value Users,casual,171.0
172,,2012-09-09,113,5,2268,2,3,3,8,Low-Value Users,casual,172.0
173,,2012-09-08,114,8,3815,2,3,4,9,Low-Value Users,casual,173.0
174,,2012-10-13,79,9,3659,3,3,4,10,Medium-Value Users,casual,174.0
175,,2012-11-17,44,10,4537,4,4,4,12,Medium-Value Users,casual,175.0
176,,2012-06-24,190,6,2525,2,3,3,8,Low-Value Users,casual,176.0
177,,2012-09-16,106,12,5295,2,4,4,10,Medium-Value Users,casual,177.0
178,,2012-08-12,141,7,3217,2,3,3,8,Low-Value Users,casual,178.0
179,,2012-11-17,44,8,3454,4,3,4,11,Medium-Value Users,casual,179.0
180,,2012-11-11,50,12,5525,3,4,4,11,Medium-Value Users,casual,180.0
181,,2012-09-03,119,9,4083,2,3,4,9,Low-Value Users,casual,181.0
182,,2012-10-21,71,5,2285,3,3,3,9,Low-Value Users,casual,182.0
183,,2012-11-10,51,10,4658,3,4,4,11,Medium-Value Users,casual,183.0
184,,2012-09-01,121,8,3853,2,3,4,9,Low-Value Users,casual,184.0
185,,2012-06-23,191,6,2733,2,3,3,8,Low-Value Users,casual,185.0
186,,2012-11-23,38,11,5112,4,4,4,12,Medium-Value Users,casual,186.0
187,,2012-09-03,119,10,4203,2,4,4,10,Medium-Value Users,casual,187.0
188,,2012-09-16,106,5,2595,2,3,3,8,Low-Value Users,casual,188.0
189,,2012-09-22,100,4,1944,3,3,3,9,Low-Value Users,casual,189.0
190,,2012-07-04,180,3,1510,2,2,2,6,Low-Value Users,casual,190.0
191,,2012-10-21,71,13,6443,3,4,5,12,Medium-Value Users,casual,191.0
192,,2012-10-13,79,3,1513,3,2,2,7,Low-Value Users,casual,192.0
193,,2012-10-14,78,5,2369,3,3,3,9,Low-Value Users,casual,193.0
194,,2012-09-16,106,5,2399,2,3,3,8,Low-Value Users,casual,194.0
195,,2012-11-11,50,12,5918,3,4,4,11,Medium-Value Users,casual,195.0
196,,2012-06-23,191,6,2854,2,3,3,8,Low-Value Users,casual,196.0
197,,2012-10-27,65,8,3873,3,3,4,10,Medium-Value Users,casual,197.0
198,,2012-10-06,86,5,2351,3,3,3,9,Low-Value Users,casual,198.0
199,,2012-07-28,156,6,2832,2,3,3,8,Low-Value Users,casual,199.0
200,,2012-10-14,78,2,1034,3,2,2,7,Low-Value Users,casual,200.0
201,,2012-03-11,295,3,1322,2,2,2,6,Low-Value Users,casual,201.0
202,,2012-10-13,79,3,1712,3,2,2,7,Low-Value Users,casual,202.0
203,,2012-10-14,78,7,3622,3,3,4,10,Medium-Value Users,casual,203.0
204,,2012-10-20,72,7,3295,3,3,3,9,Low-Value Users,casual,204.0
205,,2012-09-01,121,5,2182,2,3,3,8,Low-Value Users,casual,205.0
206,,2012-09-30,92,5,2593,3,3,3,9,Low-Value Users,casual,206.0
207,,2012-05-06,239,2,1122,2,2,2,6,Low-Value Users,casual,207.0
208,,2012-09-30,92,7,3521,3,3,4,10,Medium-Value Users,casual,208.0
209,,2012-09-03,119,4,2001,2,3,3,8,Low-Value Users,casual,209.0
210,,2011-06-18,562,1,449,2,2,2,6,Low-Value Users,casual,210.0
211,,2012-03-11,295,2,956,2,2,2,6,Low-Value Users,casual,212.0
212,,2012-10-14,78,6,3583,3,3,4,10,Medium-Value Users,casual,213.0
213,,2012-08-11,142,4,1894,2,3,3,8,Low-Value Users,casual,214.0
214,,2012-09-16,106,3,1453,2,2,2,6,Low-Value Users,casual,215.0
215,,2012-11-10,51,2,969,3,2,2,7,Low-Value Users,casual,216.0
216,,2012-09-29,93,6,3233,3,3,3,9,Low-Value Users,casual,217.0
217,,2012-10-14,78,6,3211,3,3,3,9,Low-Value Users,casual,218.0
218,,2012-09-02,120,6,3076,2,3,3,8,Low-Value Users,casual,219.0
219,,2012-09-08,114,3,1756,2,2,3,7,Low-Value Users,casual,220.0
220,,2012-05-05,240,5,2459,2,3,3,8,Low-Value Users,casual,221.0
221,,2012-09-30,92,7,3610,3,3,4,10,Medium-Value Users,casual,222.0
222,,2012-05-28,217,3,1555,2,2,2,6,Low-Value Users,casual,223.0
223,,2012-11-23,38,2,832,4,2,2,8,Low-Value Users,casual,224.0
224,,2012-09-16,106,6,3172,2,3,3,8,Low-Value Users,casual,225.0
225,,2012-09-02,120,7,3979,2,3,4,9,Low-Value Users,casual,226.0
226,,2012-11-10,51,7,3960,3,3,4,10,Medium-Value Users,casual,227.0
227,,2012-09-22,100,5,3137,3,3,3,9,Low-Value Users,casual,228.0
228,,2012-05-06,239,4,2094,2,3,3,8,Low-Value Users,casual,229.0
229,,2012-09-30,92,3,1631,3,2,2,7,Low-Value Users,casual,230.0
230,,2012-07-29,155,1,522,2,2,2,6,Low-Value Users,casual,231.0
231,,2012-09-15,107,6,3391,2,3,4,9,Low-Value Users,casual,232.0
232,,2012-11-23,38,6,3443,4,3,4,11,Medium-Value Users,casual,233.0
233,,2011-07-16,534,1,475,2,2,2,6,Low-Value Users,casual,234.0
234,,2012-10-21,71,6,3343,3,3,3,9,Low-Value Users,casual,235.0
235,,2012-10-21,71,7,3939,3,3,4,10,Medium-Value Users,casual,236.0
236,,2012-09-01,121,6,3335,2,3,3,8,Low-Value Users,casual,237.0
237,,2012-09-09,113,8,4586,2,3,4,9,Low-Value Users,casual,238.0
238,,2012-06-09,205,1,593,2,2,2,6,Low-Value Users,casual,239.0
239,,2012-11-23,38,11,5813,4,4,4,12,Medium-Value Users,casual,240.0
240,,2012-05-05,240,1,541,2,2,2,6,Low-Value Users,casual,241.0
241,,2012-08-18,135,3,1493,2,2,2,6,Low-Value Users,casual,242.0
242,,2012-10-21,71,4,2318,3,3,3,9,Low-Value Users,casual,243.0
243,,2012-06-16,198,2,1200,2,2,2,6,Low-Value Users,casual,244.0
244,,2012-07-22,162,2,1047,2,2,2,6,Low-Value Users,casual,245.0
245,,2012-08-11,142,2,1064,2,2,2,6,Low-Value Users,casual,246.0
246,,2012-09-09,113,2,1394,2,2,2,6,Low-Value Users,casual,247.0
247,,2012-10-27,65,5,2708,3,3,3,9,Low-Value Users,casual,248.0
248,,2012-10-14,78,2,1074,3,2,2,7,Low-Value Users,casual,249.0
249,,2012-09-23,99,4,2694,3,3,3,9,Low-Value Users,casual,250.0
250,,2012-10-13,79,4,2135,3,3,3,9,Low-Value Users,casual,251.0
251,,2012-09-22,100,3,1813,3,2,3,8,Low-Value Users,casual,253.0
252,,2012-09-23,99,7,4133,3,3,4,10,Medium-Value Users,casual,254.0
253,,2012-06-17,197,2,1184,2,2,2,6,Low-Value Users,casual,255.0
254,,2012-09-29,93,5,3019,3,3,3,9,Low-Value Users,casual,256.0
255,,2012-10-27,65,4,2492,3,3,3,9,Low-Value Users,casual,257.0
256,,2012-11-10,51,4,2335,3,3,3,9,Low-Value Users,casual,258.0
257,,2012-06-02,212,2,1215,2,2,2,6,Low-Value Users,casual,259.0
258,,2012-11-11,50,5,2988,3,3,3,9,Low-Value Users,casual,260.0
259,,2012-05-26,219,1,504,2,2,2,6,Low-Value Users,casual,261.0
260,,2012-11-11,50,4,2445,3,3,3,9,Low-Value Users,casual,262.0
261,,2012-09-02,120,2,1114,2,2,2,6,Low-Value Users,casual,263.0
262,,2012-10-27,65,3,2198,3,2,3,8,Low-Value Users,casual,264.0
263,,2012-09-23,99,4,2503,3,3,3,9,Low-Value Users,casual,265.0
264,,2012-09-23,99,4,2455,3,3,3,9,Low-Value Users,casual,266.0
265,,2012-10-20,72,5,3262,3,3,3,9,Low-Value Users,casual,267.0
266,,2012-11-10,51,3,1780,3,2,3,8,Low-Value Users,casual,268.0
267,,2012-10-06,86,3,1798,3,2,3,8,Low-Value Users,casual,269.0
268,,2012-05-27,218,1,498,2,2,2,6,Low-Value Users,casual,270.0
269,,2012-09-29,93,1,727,3,2,2,7,Low-Value Users,casual,271.0
270,,2012-05-28,217,2,1056,2,2,2,6,Low-Value Users,casual,272.0
271,,2012-10-20,72,2,1421,3,2,2,7,Low-Value Users,casual,273.0
